SCENARIO_CODE,FEATURE_URL,FEATURE FILE,SCENARIO_TITLE,SCENARIO,POINTS,Capitalize Gherkin keywords,Limit the number of steps per scenario to a maximum of ten,Line length: Limit the number of characters in each step,Number of syllables per word,Use proper spelling,Use proper grammar,Capitalize the first letter of the first word in a scenario title,Do not use punctuation at the end of step phrases,Use single spaces between words,Indent the content beneath every section header,Do not separate steps within a scenario by blank lines,Use of non-technical language,Do not capitalize words in the step phrases unless they are proper nouns,Follow steps order (Given-When-Then),Separate one scenario from another scenario by one blank line,Space table delimiter pipes (“|”) evenly,"Write all tag names in lowercase, and use hyphens to separate words",Limit the length of tag names to one-third of a scenario title,Use tabular presentation for complex information,Do not use legal jargon,Avoid repetition of steps,Provide a title for each scenario
P09_F02_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/jekyll-master/features,collections.feature,Unrendered collection,"  Scenario: Unrendered collection
    Given I have an ""index.html"" page that contains ""Collections: {{ site.methods }}""
    And I have fixture collections
    And I have a ""_methods/static-file.txt"" file that contains ""Static Content {{ site.title }}""
    And I have a configuration file with ""collections"" set to ""['methods']""
    When I run jekyll build
    Then I should get a zero exit status
    And the _site directory should exist
    But the _site/methods directory should not exist
    And the ""_site/methods/configuration.html"" file should not exist
    And the ""_site/methods/static-file.txt"" file should not exist",4.68,5,5,2,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P09_F02_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/jekyll-master/features,collections.feature,Rendered collection,"  Scenario: Rendered collection
    Given I have an ""index.html"" page that contains ""Collections: output => {{ site.collections[0].output }} label => {{ site.collections[0].label }}""
    And I have an ""collection_metadata.html"" page that contains ""Methods metadata: {{ site.collections[0].foo }} {{ site.collections[0] }}""
    And I have fixture collections
    And I have a ""_methods/static-file.txt"" file that contains ""Static Content {{ site.title }}""
    And I have a ""_config.yml"" file with content:
    """"""
    collections:
      methods:
        output: true
        foo:   bar
    """"""
    When I run jekyll build
    Then I should get a zero exit status
    And the _site directory should exist
    And I should see ""Collections: output => true"" in ""_site/index.html""
    And I should see ""label => methods"" in ""_site/index.html""
    And I should see ""Methods metadata: bar"" in ""_site/collection_metadata.html""
    And I should see ""<p>Whatever: foo.bar</p>"" in ""_site/methods/configuration.html""
    And I should see ""Static Content {{ site.title }}"" in ""_site/methods/static-file.txt""",4.64,5,4,2,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P09_F02_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/jekyll-master/features,collections.feature,Rendered collection at a custom URL,"  Scenario: Rendered collection at a custom URL
    Given I have an ""index.html"" page that contains ""Collections: {{ site.collections }}""
    And I have fixture collections
    And I have a ""_config.yml"" file with content:
    """"""
    collections:
      methods:
        output: true
        permalink: /:collection/:path/
    """"""
    When I run jekyll build
    Then I should get a zero exit status
    And the _site directory should exist
    And I should see ""<p>Whatever: foo.bar</p>"" in ""_site/methods/configuration/index.html""",4.68,5,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P09_F02_SC_04,https://github.com/mwendamseke/bdd_projects/tree/master/jekyll-master/features,collections.feature,Rendered document in a layout,"  Scenario: Rendered document in a layout
    Given I have an ""index.html"" page that contains ""Collections: output => {{ site.collections[0].output }} label => {{ site.collections[0].label }} foo => {{ site.collections[0].foo }}""
    And I have a default layout that contains ""<div class='title'>Tom Preston-Werner</div> {{content}}""
    And I have fixture collections
    And I have a ""_config.yml"" file with content:
    """"""
    collections:
      methods:
        output: true
        foo:   bar
    """"""
    When I run jekyll build
    Then I should get a zero exit status
    And the _site directory should exist
    And I should see ""Collections: output => true"" in ""_site/index.html""
    And I should see ""label => methods"" in ""_site/index.html""
    And I should see ""foo => bar"" in ""_site/index.html""
    And I should see ""<p>Run your generators! default</p>"" in ""_site/methods/site/generate.html""
    And I should see ""<div class='title'>Tom Preston-Werner</div>"" in ""_site/methods/site/generate.html""",4.64,5,4,2,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P09_F02_SC_05,https://github.com/mwendamseke/bdd_projects/tree/master/jekyll-master/features,collections.feature,Collections specified as an array,"  Scenario: Collections specified as an array
    Given I have an ""index.html"" page that contains ""Collections: {% for method in site.methods %}{{ method.relative_path }} {% endfor %}""
    And I have fixture collections
    And I have a ""_config.yml"" file with content:
    """"""
    collections:
    - methods
    """"""
    When I run jekyll build
    Then I should get a zero exit status
    Then the _site directory should exist
    And I should see ""Collections: _methods/3940394-21-9393050-fifif1323-test.md _methods/collection/entries _methods/configuration.md _methods/escape-\+ #%20\[\].md _methods/sanitized_path.md _methods/site/generate.md _methods/site/initialize.md _methods/trailing-dots...md _methods/um_hi.md"" in ""_site/index.html"" unless Windows
    And I should see ""Collections: _methods/3940394-21-9393050-fifif1323-test.md _methods/collection/entries _methods/configuration.md _methods/escape-\+ #%20\[\].md _methods/sanitized_path.md _methods/site/generate.md _methods/site/initialize.md _methods/trailing-dots...md _methods/yaml_with_dots.md"" in ""_site/index.html"" if on Windows",4.55,5,4,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P09_F02_SC_06,https://github.com/mwendamseke/bdd_projects/tree/master/jekyll-master/features,collections.feature,Collections specified as an hash,"  Scenario: Collections specified as an hash
    Given I have an ""index.html"" page that contains ""Collections: {% for method in site.methods %}{{ method.relative_path }} {% endfor %}""
    And I have fixture collections
    And I have a ""_config.yml"" file with content:
    """"""
    collections:
    - methods
    """"""
    When I run jekyll build
    Then I should get a zero exit status
    Then the _site directory should exist
    And I should see ""Collections: _methods/3940394-21-9393050-fifif1323-test.md _methods/collection/entries _methods/configuration.md _methods/escape-\+ #%20\[\].md _methods/sanitized_path.md _methods/site/generate.md _methods/site/initialize.md _methods/trailing-dots...md _methods/um_hi.md"" in ""_site/index.html"" unless Windows
    And I should see ""Collections: _methods/3940394-21-9393050-fifif1323-test.md _methods/collection/entries _methods/configuration.md _methods/escape-\+ #%20\[\].md _methods/sanitized_path.md _methods/site/generate.md _methods/site/initialize.md _methods/trailing-dots...md _methods/yaml_with_dots.md"" in ""_site/index.html"" if on Windows",4.45,5,4,1,1,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5
P09_F02_SC_07,https://github.com/mwendamseke/bdd_projects/tree/master/jekyll-master/features,collections.feature,Rendered collection with document with future date,"  Scenario: Rendered collection with document with future date
    Given I have a _puppies directory
    And I have the following documents under the puppies collection:
      | title  | date       | content             |
      | Rover  | 2007-12-31 | content for Rover.  |
      | Fido   | 2120-12-31 | content for Fido.   |
    And I have a ""_config.yml"" file with content:
    """"""
    collections:
      puppies:
        output: true
    """"""
    When I run jekyll build
    Then I should get a zero exit status
    And the _site directory should exist
    And I should see ""content for Rover"" in ""_site/puppies/rover.html""
    And the ""_site/puppies/fido.html"" file should not exist
    When I run jekyll build --future
    Then I should get a zero exit status
    And the _site directory should exist
    And the ""_site/puppies/fido.html"" file should exist",4.55,5,4,3,3,5,3,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5
P09_F02_SC_08,https://github.com/mwendamseke/bdd_projects/tree/master/jekyll-master/features,collections.feature,Access rendered collection with future dated document via Liquid,"  Scenario: Access rendered collection with future dated document via Liquid
    Given I have a _puppies directory
    And I have the following documents under the puppies collection:
      | title  | date       | content             |
      | Rover  | 2007-12-31 | content for Rover.  |
      | Fido   | 2120-12-31 | content for Fido.   |
    And I have a ""_config.yml"" file with content:
    """"""
    collections:
      puppies:
        output: true
    """"""
    And I have a ""index.html"" page that contains ""Newest puppy: {% assign puppy = site.puppies.last %}{{ puppy.title }}""
    When I run jekyll build
    Then I should get a zero exit status
    And the _site directory should exist
    And I should see ""Newest puppy: Fido"" in ""_site/index.html""
    But the ""_site/puppies/fido.html"" file should not exist
    When I run jekyll build --future
    Then I should get a zero exit status
    And the _site directory should exist
    And I should see ""Newest puppy: Fido"" in ""_site/index.html""
    And the ""_site/puppies/fido.html"" file should exist",4.55,5,3,3,3,5,4,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5
P09_F02_SC_09,https://github.com/mwendamseke/bdd_projects/tree/master/jekyll-master/features,collections.feature,Access rendered and published collection documents via Liquid,"  Scenario: Access rendered and published collection documents via Liquid
    Given I have a _puppies directory
    And I have the following documents under the puppies collection:
      | title  | date       | content             | published |
      | Rover  | 2007-12-31 | content for Rover.  | true      |
      | Figor  | 2007-12-31 | content for Figor.  | false     |
      | Snowy  | 2199-12-31 | content for Snowy.  | true      |
      | Hardy  | 2199-12-31 | content for Hardy.  | false     |
    And I have a ""_config.yml"" file with content:
    """"""
    collections:
      puppies:
        output: true
    """"""
    And I have a ""index.md"" page that contains ""{% for puppy in site.puppies %}<div>{{ puppy.title }}</div>{% endfor %}""
    When I run jekyll build
    Then I should get a zero exit status
    And the _site directory should exist
    And I should see ""<div>Rover</div>"" in ""_site/index.html""
    But I should see ""<div>Snowy</div>"" in ""_site/index.html""
    And I should not see ""<div>Figor</div>"" in ""_site/index.html""
    And I should not see ""<div>Hardy</div>"" in ""_site/index.html""
    And the ""_site/puppies/rover.html"" file should exist
    And the ""_site/puppies/figor.html"" file should not exist
    And the ""_site/puppies/snowy.html"" file should not exist
    And the ""_site/puppies/hardy.html"" file should not exist
    When I run jekyll build --future
    Then I should get a zero exit status
    And the _site directory should exist
    And I should see ""<div>Rover</div>"" in ""_site/index.html""
    And I should see ""<div>Snowy</div>"" in ""_site/index.html""
    And I should not see ""<div>Figor</div>"" in ""_site/index.html""
    But I should not see ""<div>Hardy</div>"" in ""_site/index.html""
    And the ""_site/puppies/rover.html"" file should exist
    And the ""_site/puppies/figor.html"" file should not exist
    And the ""_site/puppies/hardy.html"" file should not exist
    But the ""_site/puppies/snowy.html"" file should exist",4.41,5,2,3,3,5,4,5,5,5,5,5,4,5,5,5,1,5,5,5,5,5,5
P09_F02_SC_10,https://github.com/mwendamseke/bdd_projects/tree/master/jekyll-master/features,collections.feature,Unrendered collection with future dated document,"  Scenario: Unrendered collection with future dated document
    Given I have a _puppies directory
    And I have the following documents under the puppies collection:
      | title  | date       | content             |
      | Rover  | 2007-12-31 | content for Rover.  |
      | Fido   | 2120-12-31 | content for Fido.   |
    And I have a ""_config.yml"" file with content:
    """"""
    collections:
      puppies:
        output: false
    """"""
    And I have a ""foo.txt"" file that contains ""random static file""
    When I run jekyll build
    Then I should get a zero exit status
    And the _site directory should exist
    And the ""_site/puppies/rover.html"" file should not exist
    And the ""_site/puppies/fido.html"" file should not exist
    When I run jekyll build --future
    Then I should get a zero exit status
    And the _site directory should exist
    And the ""_site/puppies/fido.html"" file should not exist",4.64,5,3,3,3,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
